ShowId,artist,title,album
191,"Joe Cocker","Don't Let Me Be Misunderstood","With A Little Help From My Friends"
191,"Howlin' Wolf","Do The Do","Killing Floor"
191,"Sex Pistols","God Save The Queen","Never Mind The Bollocks, Here's The Sex Pistols"
191,"Small Faces","Itchycoo Park","Here Comes The Nice (Box Set)"
191,"Barbara Lynn","You'll Lose A Good Thing","The Jamie Singles Collection 1962-1965"
191,Mudcrutch,"Crystal River (Live)","Extended Play Live"
192,"Rolling Stones","Around And Around","12 X 5"
192,"Roy Orbison","Blue Angel","The Monument Singles Collection (1960-1964)"
192,"Roy Head & The Traits","Treat Her Right","Treat Her Right: The Best of Roy Trait"
192,"Little Richard","True, Fine Mama","Here's Little Richard"
192,"Lonesome Sundown","I'm A Young Man","I'm A Mojo Man"
192,"Little Willie John",Fever,"All 15 of His Chart Hits: 1953-1962"
192,Love,"A House Is Not A Motel","Forever Changes"
192,Mountain,"Mississippi Queen","The Best of Mountain"
192,"Manfred Mann","I'm a Kingpin","Down The Road Apiece: Their EMI Recordings 1963-1966"
192,"Mink DeVille","She's So Tough",Cabretta
192,Monkees,"Saturday's Child","The Monkees"
192,"Neil Young","The Loner","Neil Young"
192,"Otis Redding","Love Man","Dreams To Remember: The Otis Redding Anthology"
192,"Ray Charles","You Are My Sunshine","The Very Best of Ray Charles"
192,Rascals,"Come On Up","Anthology 1965-1972"
192,"Big Mama Thornton","Hound Dog","Hound Dog: The Peacock Recordings"
192,"Blind Faith","Well All Right","Blind Faith (Deluxe Edition)"
192,"Little Walter","Sad Hours","The Essential Little Walter"
192,Beatles,"Twist & Shout (live)","The (4) Complete Ed Sullivan Shows Starring The Beatles (DVD)"
192,Beatles,"Please Please Me (live)","The (4) Complete Ed Sullivan Shows Starring The Beatles (DVD)"
192,Beatles,"I Want To Hold Your Hand (live)","The (4) Complete Ed Sullivan Shows Starring The Beatles (DVD)"
193,"Buffalo Springfield","Go And Say Goodbye","Buffalo Springfield"
193,Easybeats,"Good Times","The Definitive Anthology"
193,"Chuck Berry","Brown Eyed Handsome Man","The Anthology"
193,"Bobby ""Blue"" Bland","Turn On Your Love Light","Greatest Hits Vol. One - The Duke Recordings"
193,"Dusty Springfield","Little By Little","The Best of Dusty Springfield"
193,"Brenda Lee","Sweet Nothin's","Anthology Volume One 1956-1961"
193,"Daddy Cool","Eagle Rock","Eagle Rock"
193,"Conway Twitty","Lonely Blue Boy",Gold
193,"Benmont Tench","Blonde Girl, Blue Dress","You Should Be So Lucky"
193,Dovells,"You Can't Sit Down","The Best of The Dovells Cameo Parkway 1961-1965"
193,"Eddie Cochran","Nervous Breakdown","Somethin' Else: The Fine Lookin' Hits of Eddie Cochran"
193,"Elvis Presley","Milkcow Blues Boogie","Elvis At Sun"
193,Who,"Run Run Run","A Quick One"
193,"Emitt Rhodes","Mother Earth","The Emitt Rhodes Recordings (1969-1973)"
193,Zombies,"Can't Nobody Love You","The Zombies"
193,"Elmore James","Dust My Broom","The Sky Is Crying: The History of Elmore James"
193,"Electric Prunes","I Had Too Much To Dream (Last Night)","Nuggets: Original Artyfacts From The First Psychedelic Era 1965-1968"
193,"Peter Green / Fleetwood Mac","The Green Manalishi","Jumping At Shadows: The Blues Years"
193,"Bob Dylan","It's Alright, Ma (I'm Only Bleeding)","Bringing It All Back Home"
194,"Elvis Presley","Girl Next Door Went A' Walking","Elvis Is Back!"
194,Zombies,"I Don't Want To Know","The Zombies"
194,"Charlie Rich","Mohair Sam","Feel Like Going Home: The Essential Charlie Rich"
194,"Wynonie Harris","Sittin' On It All The Time","Mr. Blues - The Best of Wynonie Harris"
194,Yardbirds,"Shapes Of Things",Ultimate!
194,Yardbirds,"Happenings Ten Years Time Ago",Ultimate!
194,"Simon & Garfunkel","The Boxer","Bridge Over Troubled Water"
194,Shadows,"Man Of Mystery","Shadows Are Go!"
194,"We The People","Declaration Of Independence","Too Much Noise"
194,"Wilbert Harrison","Kansas City","Kansas City: His Legendary Golden Classics"
194,"Benmont Tench","Why Don't You Quit Leaving Me Alone","You Should Be So Lucky"
194,Who,"A Legal Matter","My Generation (Deluxe Edition)"
194,Spirit,"Mechanical World",Spirit
194,"Spencer Davis Group","Every Little Bit Hurts","The Best of The Spencer Davis Group"
194,"Sonny Boy Williamson","Have You Ever Been In Love","The Essential"
194,"Smokey Robinson & The Miracles","Going To A Go-Go","The Definitive Collection"
194,Searchers,Alright,"The Definitive Pye Collection"
194,Searchers,"When You Walk In The Room","The Very Best of The Searchers"
194,"Rufus Thomas","Jump Back","The Very Best of Rufus Thomas"
194,Kinks,"Tired of Waiting For You","The Singles Collection"
195,"Howlin' Wolf","Hidden Charms","His Best"
195,"Arthur Alexander","A Shot of Rhythm and Blues","The Greatest"
195,"Eric Burdon & The Animals","San Franciscan Nights","The Best of Eric Burdon and The Animals"
195,"J.J. Cale","Bringing It Back",Naturally
195,Beatles,"I've Got A Feeling","Let It Be…Naked"
195,Beatles,"I Want To Tell You (mono)","Revolver / The Beatles in Mono Box Set"
195,Beatles,"Run For Your Life","Rubber Soul"
195,"Benmont Tench","Duquesne Whistle","You Should Be So Lucky"
195,"Bobby Comstock","Let's Stomp","The Very Best of Bobby Comstock and The Counts"
195,Byrds,"Natural Harmony","The Notorious Byrd Brothers"
195,"Jackson Browne","The Pretender","The Pretender"
195,"Jools Holland and His Rhythm & Blues Orchestra with Jeff Beck","Drown In My Own Tears","More Friends"
195,"Rolling Stones","Street Fighting Man","Beggars Banquet"
195,"Neil Young","Everybody Knows This Is Nowhere","Everybody Knows This Is Nowhere"
195,Pretenders,"Talk Of The Town","Pretenders II"
195,"Keith Richards","You Don't Move Me","Talk Is Cheap"
195,"Blind Faith","Can't Find My Way Home (electric)","Blind Faith (Deluxe Edition)"
195,"Bo Diddley","Who Do You Love","His Best"
196,Byrds,"Change Is Now","The Notorious Byrd Brothers"
196,"Davie Allan & The Arrows","Fender Bender","The Arrow Dynamic Sounds of Davie Allan & The Arrows"
196,"Lee Dorsey",Do-Re-Mi,"The Definitive Collection"
196,"Keith Richards",Eileen,"Main Offender"
196,"John Lee Hooker","I'm In The Mood","The Best of John Lee Hooker"
196,"John Lennon","Ain't That A Shame","Rock 'N' Roll"
196,"James Brown","I Got The Feelin'","40th Anniversary Collection"
196,"Marvin Gaye","One More Heartache","The Ultimate Collection"
196,"Paul Revere & The Raiders","Let Me","The Legend Of Paul Revere"
196,McCoys,"Meet The McCoys","Hang On Sloopy: The Best of The McCoys"
196,McCoys,"Hang On Sloopy","Hang On Sloopy: The Best of The McCoys"
196,"Percy Sledge","Warm And Tender Love","When A Man Loves A Woman"
196,Merry-Go-Round,Live,"Listen, Listen: The Definitive Collection"
196,Nightcrawlers,"A Basket Of Flowers","The Little Black Egg"
196,"Rolling Stones","She's So Cold","Emotional Rescue"
196,"Rolling Stones","Prodigal Son","Beggars Banquet"
196,"Rolling Stones",Connection,"Between The Buttons"
196,"Mose Allison","Eyesight To The Blind",Sings
196,Kinks,"Celluloid Heroes","Celluloid Heroes"
197,"Little Richard","Hey Hey Hey Hey","The Essential"
197,McCoys,Fever,"Hang On Sloopy: The Best of The McCoys"
197,Animals,"Club A Go Go","The Singles +"
197,"Ann Peebles","Slipped, Tripped and Fell in Love","The Best of Ann Peebles - The Hi Records Years"
197,"Paul Rogers","That's How Strong My Love Is","The Royal Sessions"
197,Beatles,"Every Little Thing","Beatles For Sale"
197,"Buffalo Springfield","I Am a Child","Last Time Around"
197,"Elmore James","Madison Blues","The Sky Is Crying: The History of Elmore James"
197,"Etta James","At Last","The Definitive Collection"
197,"Everly Brothers","Gone, Gone, Gone","Walk Right Back: The Everly Brothers on Warner Bros. 1960-1969"
197,"Fats Domino","Blue Monday","The Fats Domino Jukebox"
197,"Fleetwood Mac","Like Crying","The Pious Bird Of Good Omen"
197,"Freddie King","Let The Good Times Roll",Burglar
197,"Jimmy Reed","Bright Lights, Big City","Jimmy Reed At Carnegie Hall"
197,"Larry Williams","Bony Moronie","Bad Boy"
197,"Led Zeppelin","The Girl I Love She Got Long Black Wavy Hair","BBC Sessions"
197,"Big Joe Turner","Flip Flop and Fly","The Very Best of Big Joe Turner"
197,"Little Walter","I Got To Find My Baby","The Essential"
197,"Dave Clark Five","Do You Love Me","The Hits"
197,"Leonard Cohen","I'm Your Man","More Best of Leonard Cohen"
198,"Little Junior's Blue Flames","Feelin' Good","Sun Records - 25 Blues Classics"
198,"Koko Taylor","Wang Dang Doodle","What It Takes - The Chess Years (Expanded Edition)"
198,"Elvis Presley","Just Because","Elvis At Sun"
198,"Al Green","Driving Wheel","Al Green Gets Next To You"
198,"Guess Who","It's My Pride",Anthology
198,"Bubble Puppy","Hot Smoke And Sasafrass","A Gathering Of Promises"
198,"Joe Tex","Show Me","Greatest Hits"
198,"Alan Price","I Put A Spell On You",Anthology
198,"Left Banke",Desiree,"There's Gonna Be A Storm: The Complete Recordings 1966-1969"
198,"George Harrison","Give Me Love (Give Me Peace On Earth)","Living In The Material World"
198,Shadows,"The Savage","Shadows Are Go!"
198,"Slim Harpo","Strange Love","The Excello Singles Anthology"
198,"Hank Ballard & The Midnighters","Sexy Ways","The Very Best of The Royals and The Midnighters"
198,"Small Faces","Lazy Sunday","Ultimate Collection"
198,"Canned Heat","Whiskey And Wimmen'","The Very Best of Canned Heat"
198,"Derek & The Dominos","One More Chance","Crossroads (Box Set)"
198,"Freddie King","I'm Tore Down","Ultimate Collection"
198,"Keith Richards","Locked Away","Vintage Vinos"
198,"Chuck Berry",Maybelline,"The Anthology"
199,Knickerbockers,Lies,"Nuggets: Original Artyfacts From The First Psychedelic Era 1965-1968"
199,Band,"The Shape I'm In","Stage Fright"
199,"Ann Peebles","I Can't Stand The Rain","The Best of Ann Peebles: The Hi Records Years"
199,"Larry Williams","Hocus Pocus","Bad Boy"
199,"Delaney & Bonnie","Only You Know And I Know","The Best of Delaney & Bonnie"
199,"Eric Clapton","Bottle of Red Wine","Eric Clapton (Deluxe Edition)"
199,"Dusty Springfield","Wishin' And Hopin'","The Best of Dusty Springfield"
199,Beatles,"Another Girl",Help!
199,"Earl King","Baby You Can Get Your Gun","Earl's Pearls - The Very Best of Earl King (1955-1960)"
199,"Dwight Twilley Band","I'm On Fire",Sincerely
199,"Beach Boys","Sail On, Sailor","Fifty Big Ones Greatest Hits"
199,"Beach Boys","Forever Sunflower","The Beach Boys"
199,Marcella,"Carl and The Passions","So Tough"
199,"Duane Eddy","(Dance With The) Guitar Man","The Duane Eddy Anthology"
199,"Little Walter",Juke,"The Essential Little Walter"
199,"Eddie Kirk","The Hawg (Part 2)","4000 Volts of Stax & Satellite"
199,"Carl Perkins","Right String Baby But The Wrong Yo Yo","The Very Best of Carl Perkins - Blue Suede Shoes"
199,"Rolling Stones","Talkin' About You","December's Children (and everybody's)"
199,"Led Zeppelin","You Shook Me",UNKNOWN
200,"Rolling Stones","Route 66 (live)","December's Children (and everybody's)"
200,Who,"Out In The Street","My Generation (Deluxe Edition)"
200,Beatles,"Paperback Writer","Past Masters"
200,"Music Machine","Talk Talk","Turn On: The Very Best of The Music Machine"
200,"Muddy Waters","Forty Days and Forty Nights","The Anthology 1947-1972"
200,"James Brown","I'll Go Crazy (live)","Live At The Apollo (1962) Expanded Edition"
200,"Everly Brothers","Stick With Me Baby","A Date With The Everly Brothers"
200,Animals,"Hey Gyp",Retrospective
200,"Ann Peebles","(I Feel Like) Breaking Up Somebody's Home","The Best of Ann Peebles: The Hi Records Years"
200,"Al Green","I Want To Hold Your Hand","Come Together: Black America Sings Lennon & McCartney"
200,"Anna King","If Somebody Told You","The In Crowd: The Ultimate Mod Collection From The Original Style Movement 1958-1967"
200,"Bobby Fuller Four","Never To Be Forgotten","The Best of The Bobby Fuller Four"
200,"Arthur ""Big Boy"" Crudup","My Baby Left Me","That's All Right Mama"
200,"Sonny Boy Williamson","Help Me","The Essential"
200,Supremes,"Nathan Jones","Hitsville USA - The Motown Singles Collection 1959-1971"
200,"T-Bone Walker","Don't Leave Me Baby","No Worry Blues"
200,"Jackson Browne","These Days (live)","Solo Acoustic Vol. 1"
200,Ventures,"I Feel Fine (live)","Live In Japan '65"
200,Zombies,Summertime,"The Zombies"
200,"Jethro Tull","Cat's Squirrel","This Was (40th Anniversary Collector's Edition)"
201,"Keith Richards","Wicked As It Seems","Main Offender"
201,"Lee Dorsey","Ride Your Pony","The Definitive Collection"
201,"Larry Williams","Oh Baby","Bad Boy"
201,"Manfred Mann","I've Got My Mojo Working","Down The Road Apiece: Their EMI Recordings 1963-1966"
201,"Jimmy Reed","Aw Shucks, Hush Your Mouth","Jimmy Reed At Carnegie Hall"
201,"James Brown","Think (live)","Live At The Apollo (1962) Expanded Edition"
201,"Bobby Darin","Queen Of The Hop","Twist With Bobby Darin"
201,Knickerbockers,"One Track Mind","Nuggets: Original Artyfacts From The First Psychedelic Era 1965-1968"
201,Beatles,"Don't Let Me Down","Let It Be…Naked"
201,"Emitt Rhodes","Take You Far Away","The Emitt Rhodes Recordings (1969-1973)"
201,"Bo Diddley","Dearest Darling","His Best"
201,"Bobby ""Blue"" Bland","Farther Up The Road","Greatest Hits Vol. One - The Duke Recordings"
201,"Bob Dylan","It Takes a Lot to Laugh, It Takes a Train to Cry","Highway 61 Revisited"
201,"Beach Boys","Long Promised Road","Surf's Up"
201,"Little Richard","Slippin' & Slidin'","Here's Little Richard"
201,"Al Green","I Can't Get Next To You","The Definitive Greatest Hits"
201,"Little Walter","Sad Hours","A Proper Introduction To Little Walter"
201,"Rolling Stones","Heart Of Stone",Now!
201,"Joe Cocker","With A LIttle Help From My Friends","With A Little Help From My Friends"
202,Sonics,"Have Love Will Travel",Psycho-Sonic
202,"Bill Withers","Who Is He (And What Is He To You)?","The Best of Bill Withers: Lean On Me"
202,"Albert King","Born Under A Bad Sign","Born Under A Bad Sign"
202,Mudcrutch,"Scare Easy",Mudcrutch
202,"Shadows Of Knight",Gloria,Gloria
202,Seeds,"Can't Seem To Make You Mine","The Seeds"
202,"Quicksilver Messenger Service","Dino's Song","Quicksilver Messenger Service"
202,Merry-Go-Round,"You're A Very Lovely Woman","Listen, Listen: The Definitive Collection"
202,"Mickey & Sylvia","No Good Lover","Love Is Strange"
202,"Lloyd Price","Lawdy Miss Clawdy","Specialty Profiles"
202,"Cat Stevens","Peace Train","Greatest Hits"
202,"Etta James","A Sunday Kind of Love","The Definitive Collectioni"
202,Byrds,Why,"Younger Than Yesterday"
202,"West Coast Pop Art Experimental Band","If You Want This Love","Part One"
202,"James & Bobby Purify","I Take What I Want","Shake A Tail Feather! The Best of James & Bobby Purify"
202,"Jimmy Rogers","Act Like You Love Me","His Best"
202,Traffic,"The Low Spark Of High-Heeled Boys","The Low Spark Of High Heeled Boys"
203,Pyramids,Penetration,"Rock Instrumental Classics, Volume 5: Surf"
203,Spirit,"I Got A Line On You","The Best of Spirit"
203,"Paul Rodgers","Down Don't Bother Me","The Royal Sessions"
203,"Marvin Gaye","Inner City Blues (Make Me Wanna Holler)","The Ultimate Collection"
203,"Chuck Berry","You Can't Catch Me",Gold
203,"Howlin' Wolf","Built For Comfort","His Best"
203,"Pee Wee Crayton","Huckle Boogie","Blues Guitar Magic: The Modern Legacy Vol. 2"
203,"Dr. John with The Band","Such A Night (live)","The Last Waltz (Expanded Edition)"
203,Searchers,"Someday We're Gonna Love Again","The Very Best of The Searchers"
203,Easybeats,Sorry,"The Very Best of The Easybeats: Friday On My Mind"
203,"Sonny Boy Williamson","Sad To Be Alone","His Best"
203,"Elmore James","Fine Little Mama","Shake Your Moneymaker: The Best of The Fire Sessions"
203,"Electric Prunes","I Had Too Much To Dream (Last Night)","Nuggets: Original Artyfacts From The First Psychedelic Era 1965-1968"
203,"Elvis Presley","One-Sided Love Affair","Elvis 56"
203,"Jeff Beck","A Day In The Life","George Martin: In My Life"
203,"Wilson Pickett","I Found A True Love","Wilson Pickett's Greatest Hits"
203,"Rolling Stones","Before They Make Me Run","Some Girls"
203,"Manfred Mann","Bring It To Jerome","Down The Road Apiece: Their EMI Recordings 1963-1966"
203,"Fats Domino","Let The Four Winds Blow","The Fats Domino Jukebox"
203,Flirtations,"Nothing But A Heartache","Sounds Like The Flirtations"
204,"Bob & Earl","Harlem Shuffle","The In Crowd: The Ultimate Mod Collection From The Original Style Movement 1958-1967"
204,"David Lindley","Mercury Blues","El Rayo-X"
204,"Dale Hawkins",Susie-Q,"Rock 'N' Roll Tornado"
204,Cream,"Wrapping Paper","The Very Best of Cream"
204,"Dave Clark Five","Try Too Hard","The Hits"
204,"Ann Peebles","Come To Mama","The Best of Ann Peebles: The Hi Records Years"
204,"Eric Clapton / Tom Petty","Rock & Roll Records","The Breeze: An Appreciation of J.J. Cale"
204,"Big Joe Turner","Honey Hush","The Very Best of Big Joe Turner"
204,"Crazy Horse","I'll Get By","Crazy Horse"
204,Faces,"Flying ","First Step"
204,"Frankie Miller","Be Good To Yourself","Full House"
204,"Johnny Cash","Cry, Cry, Cry","The Complete Original Sun Singles…."
204,"John Mayall",Hideaway,"Blues Breakers With Eric Clapton"
204,Animals,"Bring It On Home To Me",Retrospective
204,Kinks,"Top Of The Pops","Lola Versus Powerman and The Moneygoround, Part 1"
204,"Joe Tex","Skinny Legs And All","Greatest Hits"
204,"John Lennon","I Found Out","Plastic Ono Band"
204,"Allman Brothers Band","Don't Want You No More","The Allman Brothers Band"
204,"Allman Brothers Band","It's Not My Cross To Bear","The Allman Brothers Band"
205,"Elvis Presley","One Night",Hitstory
205,"David Bowie",Sorrow,"Pin Ups"
205,"Rolling Stones","Monkey Man","Let It Bleed"
205,"Slim Harpo","I Got Love If You Want It","The Excello Singles Anthology"
205,"Jeff Beck Group","I Ain't Superstitious","Truth (Expanded Edition)"
205,"Creedence Clearwater Revival",Molina,"Pendulum (40th Anniversary Edition)"
205,"Jimmy Reed","Big Boss Man","The Best of The Vee-Jay Years"
205,"Eric Clapton / Tom Petty","I Got The Same Old Blues","The Breeze: An Appreciation of J.J. Cale"
205,"J.J. Cale","Let Me Do It To You",Troubadour
205,"Buffalo Springfield","Rock And Roll Woman",Again
205,"King Floyd","Groove Me","Choice Cuts"
205,"Bobby Fuller Four","Let Her Dance","The Best of The Bobby Fuller Four"
205,Beatles,"I've Just Seen A Face",Help!
205,"Sam Cooke","Chain Gang","Portrait Of A Legend 1951-1964"
205,"Harry Nilsson",Spaceman,"Son of Schmilsson"
205,"Jerry Lee Lewis","Real Wild Child (Wild One)","Platinum & Gold Collection"
205,"Roy Montrell","(Every Time I Hear That) Mellow Saxophone","The Specialty Story"
205,"Roy Orbison","Working For The Man","The Monument Singles Collection (1960-1964)"
205,"Smiley Lewis","Shame, Shame, Shame","The Best of Smiley Lewis: I Hear You Knocking"
205,"Richie Barrett","Some Other Guy","At The Club"
205,"Eddie Cochran","Somethin' Else","The Best of Eddie Cochran"
206,Ventures,"The House Of The Rising Sun (live)","Live In Japan '65"
206,"Eric Burdon & The Animals","All Night Long","The Best of Eric Burdon and The Animals"
206,Hollies,"Look Through Any Window","30th Anniversary Collection 1963-1993"
206,"Fleetwood Mac",Albatross,"The Best of Peter Green's Fleetwood Mac"
206,"Little Milton","We're Gonna Make It","Chess Blues (Box Set)"
206,"Bob Dylan","She Belongs To Me","Bringing It All Back Home"
206,"Rolling Stones","Soul Survivor","Exile On Main St. (Deluxe Edition)"
206,"Chuck Berry","Wee Wee Hours",Blues
206,"Little Walter","My Babe","The Essential Little Walter"
206,"Ernie K-Doe",Mother-In-Law,"Absolutely The Best"
206,Free,Woman,Free
206,"Blind Faith","Presence Of The Lord","Blind Faith (Deluxe Edition)"
206,Beatles,"I Call Your Name","Past Masters"
206,"Bo Diddley","Ride On Josephine","Bo Diddley Is A Gunslinger"
206,"James Brown","Out Of Sight","40th Anniversary Collection"
206,Yardbirds,"The Train Kept A-Rollin'",Ultimate!
206,Who,"La-La-La Lies","My Generation (Deluxe Edition)"
206,Zombies,"Care Of Cell 44","Odessey & Oracle"
206,"Everly Brothers","You Send Me (live)","Live At The Royal Albert Hall"
207,Steppenwolf,"Rock Me","All Time Greatest Hits"
207,"P.J. Proby","Niki Hoeky","The Best of P.J. Proby – The EMI Years 1961-1972"
207,"Howlin' Wolf","Who's Been Talkin'","His Best"
207,Cream,N.S.U.,"Fresh Cream"
207,"Chuck Berry","Almost Grown",Gold
207,"Carl Perkins / Van Morrison","Sittin' On Top of The World","Good Rockin' Tonight-The Legacy of Sun Records"
207,"Everly Brothers","Crying In The Rain","Walk Right Back: The Everly Brothers on WB Records 1960-1969"
207,"Bob Dylan","Maggie's Farm","Bringing It All Back Home"
207,Byrds,"Ballad Of Easy Rider","Ballad Of Easy Rider"
207,"Mose Allison","Don't Forget To Smile","The Best of Mose Allison"
207,"Crabby Appleton","Go Back","Crabby Appleton"
207,"Rolling Stones",Sway,"Sticky Fingers (deluxe edition)"
207,Donovan,"Wear Your Love Like Heaven","The Essential"
207,"Taj Mahal","Statesboro Blues","Taj Mahal"
207,"Ronnie Hawkins & The Hawks","Who Do You Love","The Best of Ronnie Hawkins and The Hawks"
207,"Lazy Lester","I'm a Lover Not a Fighter","I'm A Lover Not a Fighter"
207,"Fats Domino","Three Nights a Week","Walking To New Orleans "
207,"Fats Domino","Ain't That Just Like A Woman","Walking To New Orleans "
207,Velvelettes,"Needle In A Haystack","Hitsville USA - The Motown Singles Collection 1959-1971"
207,Ventures,"Walk Don't Run '64 (live)","Live In Japan '65"
208,"Bo Diddley","I'm Looking For A Woman","His Best"
208,"Syndicate Of Sound","Little Girl","Nuggets: Original Artyfacts From The First Psychedelic Era 1965-1968"
208,"T-Bone Walker","Alimony Blues","The Complete Imperial Recordings, 1950-1954"
208,Sorrows,"You've Got What I Want","Take A Heart"
208,"Staple Singers","I'll Take You There","Stax Profiles: The Staple Singers"
208,"Left Banke","Pretty Ballerina","There's Gonna Be A Storm: The Complete Recordings 1966-1969"
208,Animals,"It's My Life",Retrospective
208,"John Mayall & The Bluesbreakers","The Supernatural","A Hard Road (Expanded Edition)"
208,"Joe Ely","Me And Billy The Kid (live)","Live @ Antone's"
208,"Joe Cocker","Hitchcock Railway","Joe Cocker!"
208,Beatles,"You're Going To Lose That Girl",Help!
208,Beatles,Help!,Help!
208,"Etta James","Trust In Me","The Definitive Collection"
208,"Bob Seger System","Ramblin' Gamblin' Man","Ramblin' Gamblin' Man"
208,"Savoy Brown","She's Got A Ring In His Nose And A Ring on Her Hand","The Savoy Brown Collection (featuring Kim Simmonds)"
208,"Sandy Nelson","Let There Be Drums","Let There Be Drums / Drums Are My Beat"
208,"Sonny Boy Williamson","Let Your Conscience Be Your Guide","The Essential"
208,"Paul Butterfield Blues Band","In My Own Dream","In My Own Dream"
209,"Little Richard",Lucille,"The Very Best of Little Richard"
209,Contours,"Do You Love Me","The Best of The Contours"
209,"Dave Clark Five","Bits And Pieces","The Hits"
209,"Dusty Springfield","I Only Want To Be With You","The Best of Dusty Springfield"
209,"Box Tops","Soul Deep","The Letter"
209,"Buddy Holly","Rave On","Buddy Holly"
209,"Tom Petty & The Heartbreakers","Green Onions (live)","The Live Anthology"
209,"Buddy Johnson","Please Mr. Johnson","Jukebox Hits 1940-1951"
209,"Jimi Hendrix Experience","Manic Depression","Are You Experienced?"
209,"Jerry Lee Lewis","Honey Hush","Killer: The Mercury Years, Volume III, 1973-1977"
209,Beatles,"Happiness Is A Warm Gun","The Beatles (White Album)"
209,"George Harrison and friends","Beware Of Darkness (live)","The Concert For Bangladesh"
209,"Leon Russell & Marc Benno","Tryin' To Stay 'Live","Asylum Choir II"
209,"Howlin' Wolf","Killing Floor","The Best of Howlin' Wolf"
209,"Freddie King","Have You Ever Loved A Woman","17 Greatest Hits"
209,"Spencer Davis Group","Somebody Help Me","The Best of The Spencer Davis Group"
209,"Rolling Stones","You Got The Silver","Let It Bleed"
209,MC5,"Shakin' Street","Greatest Hits"
209,"Paul Revere & The Raiders","Steppin' Out","Greatest Hits"
209,"Otis Redding","Treat Her Right","The Soul Album"
209,"Piano Red","Rockin' With Red",Rocks
210,"Link Wray","Jack The Ripper","Rumble! The Best of Link Wray"
210,"Little Richard","Royal Crown Hairdressing Commercial","Celebrity Commercials of The '50s & '60s"
210,"Little Richard","Long Tall Sally","Here's Little Richard"
210,Zombies,"It's Alright With Me","The Zombies"
210,Traffic,"Don't Be Sad",Traffic
210,Traffic,"Coloured Rain","The Collection"
210,"Dusty Springfield","Son Of A Preacher Man","Dusty In Memphis (Deluxe Edition)"
210,Youngbloods,"Darkness, Darkness","Get Together: The Essential Youngbloods"
210,Yardbirds,"Lost Woman",Ultimate!
210,"Van Morrison","Precious Time","Back On Top"
210,"Clarence Carter","Slip Away","Snatching It Back: The Best of Clarence Carter"
210,"Al Green","Tired Of Being Alone","Gets Next To You"
210,"Paul Revere & The Raiders","Good Thing","Greatest Hits"
210,"Ray Charles","Leave My Woman Alone","The Right Time"
210,"Young Rascals","What Is The Reason",Collections
210,"Everly Brothers","So How Come","A Date With The Everly Brothers"
210,"Randy Newman","The Story Of A Rock And Roll Band","Born Again"
210,"Electric Light Orchestra",Showdown,"On The Third Day"
210,"Little Walter",Boogie,"The Essential Little Walter"
211,"Dave Clark Five","Any Way You Want It","The Hits"
211,MC5,"Gotta Keep Movin'","High Time"
211,"Lowell Fulson","Do Me Right","Willie Dixon – The Chess Box"
211,"Clyde McPhatter","Lover Please","The Essential Collection"
211,Marvelettes,"The Hunter Gets Captured By The Game","The Definitive Collection"
211,Beatles,"I Want You (She's So Heavy)","Abbey Road"
211,"Marvin Gaye","Trouble Man","The Ultimate Collection"
211,"Floyd Newman","Frog Stomp","Stax / Volt The Complete Singles Vol 3: 1963-1964"
211,Byrds,"Paths Of Victory","The Byrds (Box Set)"
211,"Lucinda Williams","I Envy The Wind",Essence
211,"Keith Richards","Take It So Hard","Talk Is Cheap"
211,"Rolling Stones","Oh Baby (We Got A Good Thing Goin')",Now!
211,Band,"Don't Do It (live)","The Last Waltz (Expanded Edition)"
211,"Arthur ""Big Boy"" Crudup","So Glad You're Mine","That's All Right Mama"
211,"John Mayall","Little Girl","Blues Breakers With Eric Clapton"
211,"Gram Parson","Return of The Grievous Angel","Grievous Angel"
212,"Sam Cooke","Soothe Me","The Man Who Invented Soul (Box Set)"
212,"Mamas & The Papas","Twelve Thirty (Young Girls Are Coming To The Canyon)","Greatest Hits"
212,"Little Walter","Dead Presidents","The Essential Little Walter"
212,"Jimmy McCracklin","The Walk","Chess Chartbusters Volume 2"
212,Kinks,"I'm Not Like Everybody Else","Picture Book (Box Set)"
212,"Left Banke","Walk Away Renee","There's Gonna Be A Storm: The Complete Recordings 1966-1969"
212,"Left Banke",Desiree,"There's Gonna Be A Storm: The Complete Recordings 1966-1969"
212,"James Brown","I Can't Stand Myself (When You Touch Me), Pt. 1","Star Time (Box Set)"
212,"Sonny Boy Williamson","Don't Start Me To Talkin'","His Best"
212,Zombies,"I Love You","The Singles A's & B's"
212,"Jeff Beck Group","All Shook Up",Beck-Ola
212,"Neil Young","A Man Needs A Maid",Harvest
212,"James Gang",Bluebird,"Yer' Album"
212,"Elmore James","Hawaiian Boogie","The Sky Is Crying: The History of Elmore James"
212,Beatles,Taxman,"Revolver / The Beatles in Mono Box Set"
212,Beatles,"And Your Bird Can Sing","Anthology 2"
212,Beatles,"Tomorrow Never Knows",Revolver
212,"Louis Jordan & His Tympany Five","Let The Good Times Roll","The Best of Blues Rock Songbook"
213,Kinks,"Who'll Be The Next In Line","Picture Book (Box Set)"
213,Who,"So Sad About Us","A Quick One"
213,Yardbirds,"Over Under Sideways Down",Ultimate!
213,"""5"" Royales","Say It","Soul & Swagger: The Complete ""5"" Royales 1951-1967"
213,Ventures,Ram-Bunk-Shush,"Walk-Don't Run: The Best of The Ventures"
